   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   7.178142000000000E+06   0.000000000000000E+00   0.000000000000000E+00
   0.000000000000000E+00   7.451828680210969E+03   0.000000000000000E+00

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   7.178142000000000E+06   0.000000000000000E+00   0.000000000000000E+00
  -0.000000000000000E+00   7.423472222314177E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   7.150827002549678E+06   6.256162975581605E+05   0.000000000000000E+00
  -6.469982353024007E+02   7.395223669300731E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   7.069089893822557E+06   1.246471277334455E+06   0.000000000000000E+00
  -1.289072423365934E+03   7.310692998805768E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   6.933552742570265E+06   1.857839858050298E+06   0.000000000000000E+00
  -1.921335991924443E+03   7.170523540272768E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   6.745247068353402E+06   2.455069155652002E+06   0.000000000000000E+00
  -2.538977033450015E+03   6.975782067917801E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   6.505605991054833E+06   3.033613894567908E+06   0.000000000000000E+00
  -3.137294926674785E+03   6.727950681933604E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   6.216453323972038E+06   3.589071000000000E+06   0.000000000000000E+00
  -3.711736111157089E+03   6.428915528812200E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   5.879989693496672E+06   4.117213107981770E+06   0.000000000000000E+00
  -4.257928742625946E+03   6.080952446631203E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   5.498775791018947E+06   4.614020738170555E+06   0.000000000000000E+00
  -4.771715965355752E+03   5.686709644551866E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   5.075712884519967E+06   5.075712884519966E+06   0.000000000000000E+00
  -5.249187548348324E+03   5.249187548348325E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   4.614020738170555E+06   5.498775791018947E+06   0.000000000000000E+00
  -5.686709644551866E+03   4.771715965355752E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   4.117213107981771E+06   5.879989693496672E+06   0.000000000000000E+00
  -6.080952446631203E+03   4.257928742625947E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   3.589071000000000E+06   6.216453323972038E+06   0.000000000000000E+00
  -6.428915528812199E+03   3.711736111157089E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   3.033613894567908E+06   6.505605991054832E+06   0.000000000000000E+00
  -6.727950681933604E+03   3.137294926674785E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   2.455069155652003E+06   6.745247068353402E+06   0.000000000000000E+00
  -6.975782067917801E+03   2.538977033450016E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   1.857839858050299E+06   6.933552742570265E+06   0.000000000000000E+00
  -7.170523540272768E+03   1.921335991924443E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   1.246471277334455E+06   7.069089893822557E+06   0.000000000000000E+00
  -7.310692998805768E+03   1.289072423365935E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   6.256162975581609E+05   7.150827002549678E+06   0.000000000000000E+00
  -7.395223669300731E+03   6.469982353024012E+02   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
   4.395344312062590E-10   7.178142000000000E+06   0.000000000000000E+00
  -7.423472222314177E+03   4.545565747808173E-13   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -6.256162975581601E+05   7.150827002549678E+06   0.000000000000000E+00
  -7.395223669300731E+03  -6.469982353024003E+02   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -1.246471277334454E+06   7.069089893822557E+06   0.000000000000000E+00
  -7.310692998805768E+03  -1.289072423365934E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -1.857839858050298E+06   6.933552742570265E+06   0.000000000000000E+00
  -7.170523540272768E+03  -1.921335991924443E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -2.455069155652002E+06   6.745247068353402E+06   0.000000000000000E+00
  -6.975782067917801E+03  -2.538977033450015E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -3.033613894567907E+06   6.505605991054833E+06   0.000000000000000E+00
  -6.727950681933604E+03  -3.137294926674784E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -3.589070999999999E+06   6.216453323972038E+06   0.000000000000000E+00
  -6.428915528812200E+03  -3.711736111157088E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -4.117213107981770E+06   5.879989693496672E+06   0.000000000000000E+00
  -6.080952446631204E+03  -4.257928742625946E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -4.614020738170554E+06   5.498775791018948E+06   0.000000000000000E+00
  -5.686709644551867E+03  -4.771715965355752E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -5.075712884519966E+06   5.075712884519967E+06   0.000000000000000E+00
  -5.249187548348325E+03  -5.249187548348324E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -5.498775791018947E+06   4.614020738170555E+06   0.000000000000000E+00
  -4.771715965355753E+03  -5.686709644551866E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -5.879989693496672E+06   4.117213107981771E+06   0.000000000000000E+00
  -4.257928742625947E+03  -6.080952446631203E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -6.216453323972037E+06   3.589071000000001E+06   0.000000000000000E+00
  -3.711736111157089E+03  -6.428915528812199E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -6.505605991054832E+06   3.033613894567908E+06   0.000000000000000E+00
  -3.137294926674785E+03  -6.727950681933604E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -6.745247068353402E+06   2.455069155652003E+06   0.000000000000000E+00
  -2.538977033450016E+03  -6.975782067917801E+03   6.494696634520884E+02

   1.000000000000000E-06   3.141592653589793E-12   1.130973355292300E-14
  -6.933552742570265E+06   1.857839858050299E+06   0.000000000000000E+00
